2 200.00000
2 199.95095
2 199.80380
2 199.55855
2 199.21520
2 198.77375
2 198.23420
2 197.59655
2 196.86080
2 196.02695
2 195.09500
2 194.06495
2 192.93680
2 191.71055
2 190.38620
2 188.96375
2 187.44320
2 185.82455
2 184.10780
2 182.29295
2 180.38000
2 178.36895
2 176.25980
2 174.05255
2 171.74720
2 169.34375
2 166.84220
2 164.24255
2 161.54480
2 158.74895
2 155.85500
2 152.86295
2 149.77280
2 146.58455
2 143.29820
2 139.91375
2 136.43120
2 132.85055
2 129.17180
2 125.39495
2 121.52000
2 117.54695
2 113.47580
2 109.30655
2 105.03920
2 100.67375
2 96.21020
2 91.64855
2 86.98880
2 82.23095
2 77.37500
2 72.42095
2 67.36880
2 62.21855
2 56.97020
2 51.62375
2 46.17920
2 40.63655
2 34.99580
2 29.25695
2 23.42000
2 17.48495
2 11.45180
2 5.32055
